iter	Logloss
124	0.251057816
125	0.2505818228
126	0.2502967647
127	0.2500572971
128	0.2499080183
129	0.2497023611
130	0.2494654078
131	0.249218846
132	0.2489752893
133	0.2485118259
134	0.2482226386
135	0.247911515
136	0.2476490116
137	0.2473528736
138	0.2469224171
139	0.2466736229
140	0.2462985419
141	0.2459223079
142	0.2457019108
143	0.2451585227
144	0.2449177768
145	0.2447329749
146	0.2444677636
147	0.2441926926
148	0.2437355197
149	0.2434324028
150	0.2432531151
151	0.2429777558
152	0.2427523735
153	0.2424534067
154	0.2419102037
155	0.2415626391
156	0.2413647161
157	0.2410440319
158	0.2408588712
159	0.240593122
160	0.2403473928
161	0.2401005767
162	0.2399199406
163	0.2395378149
164	0.2393535316
165	0.2391443692
166	0.2389588727
167	0.2387631658
168	0.2386041403
169	0.2384211893
170	0.2382184977
171	0.2379951839
172	0.2376661051
173	0.2375356087
174	0.2373503849
175	0.2372122788
176	0.2370466523
177	0.2367939844
178	0.2365657604
179	0.2364006131
180	0.2362620327
181	0.2359745079
182	0.2357345291
183	0.2355244638
184	0.2353953769
185	0.2351769186
186	0.2350424288
187	0.234872117
188	0.2344656225
189	0.2342973277
190	0.2340705291
191	0.2339184771
192	0.2337907883
193	0.2336155831
194	0.2333144724
195	0.2330578327
196	0.2329148708
197	0.2327605508
198	0.2326297402
199	0.2324059495
200	0.232097471
201	0.2318251128
202	0.2315467918
203	0.2313866023
204	0.231269964
205	0.2310740336
206	0.2308611812
207	0.2307321425
208	0.230507937
209	0.2303288178
210	0.2301672034
211	0.2299615197
212	0.2298304073
213	0.2296586213
214	0.229458237
215	0.2292783682
216	0.2290464985
217	0.2288135185
218	0.228609944
219	0.2284645724
220	0.2283108084
221	0.2281523701
222	0.2280444469
223	0.2278751321
224	0.2276486753
225	0.227496899
226	0.2272850294
227	0.2271539228
228	0.2270152412
229	0.2267897395
230	0.2265969507
231	0.2264633998
232	0.2261706523
233	0.2260933459
234	0.2259673204
235	0.225850071
236	0.2257080405
237	0.225557889
238	0.2253927256
239	0.2251417511
240	0.2247891137
241	0.2246145819
242	0.2244937618
243	0.2243683788
244	0.2242316219
245	0.2240858419
246	0.223954632
247	0.2237045364
248	0.2235344801
249	0.2234206398
250	0.2232657137
251	0.2231506893
252	0.2227317089
253	0.2226446445
254	0.2225268118
255	0.2222874354
256	0.2221614404
257	0.2219956337
258	0.2217963665
259	0.2215695023
260	0.2214202502
261	0.2212653413
262	0.221171035
263	0.221027082
264	0.2208335467
265	0.2207287442
266	0.2205668064
267	0.2204131724
268	0.2202719733
269	0.2201137593
270	0.2198468742
271	0.2196330248
272	0.2194015386
273	0.2192996229
274	0.2191876165
275	0.2190712916
276	0.2189196664
277	0.2187674807
278	0.2185930184
279	0.2184957948
280	0.2183529715
281	0.2182026445
282	0.2180707838
283	0.2178891003
284	0.2175741298
285	0.2174192688
286	0.2172505513
287	0.2168660498
288	0.2167241146
289	0.2165555949
290	0.2164698852
291	0.2162524473
292	0.2160320127
293	0.2159308996
294	0.2157684718
295	0.2155255061
296	0.2153654498
297	0.2151827707
298	0.2151291505
299	0.2149392359
300	0.2147726831
301	0.2145594321
302	0.2143930985
303	0.214063068
304	0.2139663172
305	0.2137552994
306	0.2136081121
307	0.2135473018
308	0.2133398882
309	0.2132239528
310	0.2129962611
311	0.2129723
312	0.2127981423
313	0.2126084801
314	0.2123746239
315	0.212230008
316	0.2120420917
317	0.2119239392
318	0.2118074984
319	0.2115827106
320	0.2114247534
321	0.2111996012
322	0.2110739212
323	0.2109533967
324	0.2108328183
325	0.2106656448
326	0.2105237733
327	0.2104711409
328	0.2102918049
329	0.2101501269
330	0.2099954653
331	0.2098018581
332	0.2097148315
333	0.2096435787
334	0.2093886416
335	0.2092486339
336	0.2091531673
337	0.2090132319
338	0.208904651
339	0.2087312026
340	0.2085824344
341	0.2085555673
342	0.2083439931
343	0.2082390335
344	0.2080406091
345	0.2078185386
346	0.2076596567
347	0.207563385
348	0.2074279496
349	0.2072796187
350	0.2071344175
351	0.2069186563
352	0.2068091129
353	0.2067083969
354	0.2065422325
355	0.2064025371
356	0.2062828504
357	0.2061270851
358	0.2059971997
359	0.2058579192
360	0.2056548494
361	0.2054248087
362	0.2052504766
363	0.2052422144
364	0.2050647145
365	0.2049545257
366	0.2047981833
367	0.2045409687
368	0.204441521
369	0.2043212616
370	0.2042192449
371	0.2040090479
372	0.2037873598
373	0.2036178842
374	0.2033948081
375	0.2032513038
376	0.2031399951
377	0.2030192713
378	0.2028760467
379	0.2027488128
380	0.2025910101
381	0.2024540423
382	0.2023376676
383	0.2021923393
384	0.2021265113
385	0.2019723431
386	0.2018559742
387	0.2017222231
388	0.2016177304
389	0.2014830695
390	0.2013478457
391	0.2012340118
392	0.2010673161
393	0.2009553262
394	0.2008343931
395	0.2008235289
396	0.2006831249
397	0.2005274216
398	0.2003494914
399	0.2002035927
400	0.2000947884
401	0.1999591723
402	0.1998617838
403	0.1998547415
404	0.199700482
405	0.1995478014
406	0.1994129708
407	0.199284183
408	0.1990887256
409	0.1989351807
410	0.1988366901
411	0.198714068
412	0.1985699816
413	0.1984379519
414	0.1982128809
415	0.1981102166
416	0.1979910711
417	0.1979066804
418	0.1978923859
419	0.1977492345
420	0.1976186937
421	0.1975125266
422	0.1973528911
423	0.1971937413
424	0.1971736492
425	0.1971597007
426	0.1970065985
427	0.1968682894
428	0.1967209978
429	0.1965905335
430	0.1964918944
431	0.1963964408
432	0.1962536221
433	0.1961335911
434	0.1960032309
435	0.1958483099
436	0.1957418217
437	0.195588678
438	0.1955023548
439	0.1953210217
440	0.1952312674
441	0.1950859021
442	0.194996067
443	0.194921662
444	0.1947312358
445	0.1946296446
446	0.1943928381
447	0.1942441016
448	0.1941221747
449	0.1941143137
450	0.1939399665
451	0.1938466809
452	0.1937491927
453	0.1936061419
454	0.1934086906
455	0.1932986857
456	0.1931758873
457	0.1930455928
458	0.1929585189
459	0.1928517182
460	0.1926965208
461	0.1925777203
462	0.1924134373
463	0.1923219308
464	0.1921841431
465	0.1919807768
466	0.1919117066
467	0.1918373226
468	0.1917227122
469	0.1916212658
470	0.1914920785
471	0.1914323252
472	0.1912929031
473	0.1911580608
474	0.1910402073
475	0.190911822
476	0.1907802319
477	0.190631966
478	0.1905020266
479	0.1904802137
480	0.1903784432
481	0.1902909291
482	0.1901298482
483	0.1899480187
484	0.189824314
485	0.1897191907
486	0.1896036604
487	0.1894873901
488	0.1893800275
489	0.1892040121
490	0.1890192621
491	0.1889557422
492	0.1888285085
493	0.1887129541
494	0.1885367966
495	0.1884489144
496	0.1883773082
497	0.1881404844
498	0.1879870251
499	0.1879125265
500	0.1878003034
501	0.1877436134
502	0.1875625745
503	0.187451576
504	0.187272903
505	0.1871191298
506	0.1869364252
507	0.1868040703
508	0.1866732714
509	0.1866425764
510	0.1865566424
511	0.1864771305
512	0.1863393045
513	0.1862089407
514	0.1860872897
515	0.1860060339
516	0.1858751331
517	0.1856749357
518	0.1856030009
519	0.1854319253
520	0.1853730468
521	0.1853014999
522	0.185206569
523	0.1850179378
524	0.1849158663
525	0.1848447908
526	0.1847837947
527	0.184716165
528	0.1845288885
529	0.1844745836
530	0.1843056542
531	0.1842332038
532	0.1841605066
533	0.1840004497
534	0.1839820604
535	0.1838567121
536	0.1837637897
537	0.1836711031
538	0.1835139869
539	0.1833364605
540	0.1832041941
541	0.183158951
542	0.1831434911
543	0.1829849021
544	0.1827674762
545	0.1827011343
546	0.1825827115
547	0.1824990105
548	0.1824290703
549	0.1823462651
550	0.1823387032
551	0.1823210353
552	0.182198329
553	0.1821834043
554	0.1820305929
555	0.1819274485
556	0.1817978462
557	0.1816529759
558	0.1815693263
559	0.1814847917
560	0.1813468661
561	0.1812193076
562	0.1810795404
563	0.1809510793
564	0.1808255868
565	0.1807257329
566	0.1806308752
567	0.1805099816
568	0.1803979629
569	0.1803181628
570	0.1801614843
571	0.1800803774
572	0.1799581873
573	0.1798576267
574	0.1797462974
575	0.1796623499
576	0.1795739313
577	0.1794470953
578	0.1793687141
579	0.1792839206
580	0.1791657328
581	0.1790881695
582	0.1789846829
583	0.1788345808
584	0.1787289652
585	0.1786197048
586	0.178452696
587	0.1782553202
588	0.1781551291
589	0.1781371924
590	0.1779727443
591	0.1777964115
592	0.1777498903
593	0.1776275113
594	0.1774396962
595	0.1773502517
596	0.17723251
597	0.1770856426
598	0.1769403227
599	0.1768514636
600	0.1767441477
601	0.176626211
602	0.1765272794
603	0.1764035651
604	0.1762256634
605	0.1761646869
606	0.1761589991
607	0.1760377677
608	0.1759440137
609	0.1758305474
610	0.1757755119
611	0.1756891411
612	0.1755785272
613	0.1754379982
614	0.1752770193
615	0.1752005333
616	0.1751957114
617	0.1751259243
618	0.1750905324
619	0.1750594702
620	0.1749819147
621	0.174909209
622	0.1748946792
623	0.1747980422
624	0.1747934895
625	0.1746830837
626	0.1745147355
627	0.1744198928
628	0.1743174957
629	0.1741885555
630	0.1740369873
631	0.1739735527
632	0.173878151
633	0.1737199292
634	0.1735831066
635	0.1734706879
636	0.1733598192
637	0.1732881638
638	0.1731913634
639	0.1731203641
640	0.1731154766
641	0.172938563
642	0.172843745
643	0.1727032398
644	0.1726457666
645	0.1724881926
646	0.1724038941
647	0.1722749514
648	0.1721951034
649	0.1720745518
650	0.1719280431
651	0.1718146287
652	0.1716886205
653	0.1715495536
654	0.1714094249
655	0.1713024332
656	0.1712044492
657	0.1711367014
658	0.1709655316
659	0.1708676505
660	0.1707474537
661	0.1706432298
662	0.1705167274
663	0.1704640137
664	0.1703243282
665	0.1702021228
666	0.1700996992
667	0.169975037
668	0.1698722232
669	0.1697771618
670	0.1696916443
671	0.1696052849
672	0.1695029857
673	0.1694322406
674	0.1693491527
675	0.1692757194
676	0.1691428839
677	0.169000432
678	0.1689845854
679	0.1688398232
680	0.1687747352
681	0.168659693
682	0.1685507518
683	0.1684821151
684	0.1683857094
685	0.1683807421
686	0.168255071
687	0.1681653683
688	0.1680546082
689	0.1679746229
690	0.1678138785
691	0.1677046784
692	0.1676034672
693	0.1675030499
694	0.1673806342
695	0.167311024
696	0.1672404836
697	0.1671713962
698	0.1670617974
699	0.1669676894
700	0.1668887297
701	0.1668183419
702	0.166749818
703	0.1667454531
704	0.1666344822
705	0.1665304918
706	0.1664247152
707	0.16639645
708	0.1662929379
709	0.1662082496
710	0.1660959901
711	0.1659137672
712	0.1657625412
713	0.165668773
714	0.1655764262
715	0.1655088786
716	0.1654976962
717	0.1654078222
718	0.1652858137
719	0.1652320742
720	0.1651541908
721	0.1650655752
722	0.1650545759
723	0.165007311
724	0.1648829683
725	0.1647959984
726	0.1647368198
727	0.1646843251
728	0.1645609281
729	0.1644341083
730	0.1643843017
731	0.1642496344
732	0.1641829711
733	0.1640661517
734	0.1640129985
735	0.1639074411
736	0.1637375732
737	0.1636380244
738	0.1635459518
739	0.1634725437
740	0.163377964
741	0.1632790608
742	0.1631961735
743	0.1630881074
744	0.162995629
745	0.1629209069
746	0.162810458
747	0.1627116368
748	0.1626251164
749	0.1625192549
750	0.1624488702
751	0.1624415435
752	0.1624098681
753	0.1623383478
754	0.1622309765
755	0.1621414387
756	0.162040341
757	0.1619329552
758	0.1619127423
759	0.1618352927
760	0.1617562268
761	0.1616607326
762	0.1616151504
763	0.1615220403
764	0.161398982
765	0.1613178808
766	0.1612453268
767	0.1611728447
768	0.1610985584
769	0.1609736764
770	0.160931486
771	0.1608827562
772	0.1607799588
773	0.1606662843
774	0.1606100536
775	0.1605253645
776	0.1604347385
777	0.1603467764
778	0.1603380112
779	0.1602400615
780	0.1601146753
781	0.1600199562
782	0.1599244867
783	0.1599215493
784	0.1598250511
785	0.1597688307
786	0.1596659903
787	0.1595744765
788	0.1594670702
789	0.1594141505
790	0.1592888371
791	0.1591740416
792	0.1591712702
793	0.1590811492
794	0.1589917789
795	0.1589361643
796	0.1588863417
797	0.158804005
798	0.158732444
799	0.1586267212
800	0.1585464827
801	0.1584593809
802	0.1583965184
803	0.1583376973
804	0.1582896551
805	0.1582172905
806	0.1581450044
807	0.1580467774
808	0.1579483593
809	0.1579078722
810	0.1578129047
811	0.1576901057
812	0.1576214278
813	0.1576171138
814	0.1575482949
815	0.157456942
816	0.1573473902
817	0.1572840788
818	0.1571750336
819	0.1571078307
820	0.1570983321
821	0.157004312
822	0.156897166
823	0.1568506101
824	0.1567167468
825	0.1566347403
826	0.1565758899
827	0.1564647694
828	0.1563681173
829	0.1563026459
830	0.156217383
831	0.1561052013
832	0.1559920838
833	0.1559301134
834	0.1558098939
835	0.1557219762
836	0.1556352631
837	0.1555950606
838	0.1555500234
839	0.1554528566
840	0.1553703582
841	0.1552825304
842	0.1552197723
843	0.1551432596
844	0.1550610765
845	0.1550558216
846	0.1549794218
847	0.1549682018
848	0.1548784401
849	0.1547512043
850	0.1546693726
851	0.154589464
852	0.154502894
853	0.1544058975
854	0.154357252
855	0.1542433372
856	0.1541970246
857	0.1541113306
858	0.1540172783
859	0.1539566467
860	0.1539029834
861	0.153813502
862	0.1537319129
863	0.1536289083
864	0.1535578619
865	0.1534639538
866	0.1533404697
867	0.1533041858
868	0.1532463205
869	0.1531860751
870	0.1530829761
871	0.1530311879
872	0.1529295336
873	0.1528491027
874	0.1527643711
875	0.1526991371
876	0.1526133076
877	0.1525503697
878	0.152477811
879	0.1524084053
880	0.1523593683
881	0.1522771255
882	0.1521968349
883	0.1521445577
884	0.1520703596
885	0.1520220699
886	0.1519338206
887	0.1518273289
888	0.1517821949
889	0.1517414865
890	0.1516640916
891	0.1515946319
892	0.1515629378
893	0.1514838059
894	0.1514226968
895	0.1513505155
896	0.1512497027
897	0.1511925145
898	0.1510725864
899	0.1509607923
900	0.1508748187
901	0.1508667629
902	0.1507698075
903	0.1506967861
904	0.1506410248
905	0.1506182027
906	0.1505155412
907	0.1504653339
908	0.1503853125
909	0.1502524204
910	0.150201629
911	0.1501246836
912	0.1500363179
913	0.1499925185
914	0.1499197547
915	0.1498560684
916	0.1498099424
917	0.1497726611
918	0.1496955303
919	0.1496082092
920	0.1495266849
921	0.1494561338
922	0.14938809
923	0.1493059328
924	0.1492538502
925	0.1491787118
926	0.1491020605
927	0.1489847848
928	0.1489460111
929	0.1488675331
930	0.148855882
931	0.1487671005
932	0.1487007313
933	0.1486094255
934	0.1485221019
935	0.1484529882
936	0.1483882944
937	0.1483850294
938	0.1483770053
939	0.1483622741
940	0.1482505693
941	0.1481194465
942	0.1480601383
943	0.1480054993
944	0.147927877
945	0.1478715305
946	0.1478037568
947	0.1477966691
948	0.1477286567
949	0.1476899926
950	0.1476079402
951	0.1475320777
952	0.1474448158
953	0.1473839853
954	0.1473110134
955	0.1472806541
956	0.1472277831
957	0.1471209773
958	0.1470170119
959	0.1469347907
960	0.1468251878
961	0.1467619448
962	0.1466463853
963	0.1465216655
964	0.1464307933
965	0.1463150724
966	0.1463123354
967	0.1462526188
968	0.146171025
969	0.1460941317
970	0.1460413843
971	0.145945113
972	0.1458724651
973	0.1458061513
974	0.1457493659
975	0.1457031082
976	0.1455947167
977	0.1455103588
978	0.1453889285
979	0.145323522
980	0.145263508
981	0.145254055
982	0.1452089854
983	0.1451287685
984	0.145072917
985	0.1449806397
986	0.1449777426
987	0.1448880758
988	0.1448164357
989	0.1447718795
990	0.1447029688
991	0.1445688962
992	0.144434564
993	0.1443793653
994	0.144273376
995	0.1441686091
996	0.1440717794
997	0.1440158045
998	0.1439161126
999	0.1438678007
